year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2019,19169,35059,510,Story County,Union County
2019,18001,35059,467,Adams County,Union County
2020,35059,46137,486,Union County,Ziebach County
2020,56001,35059,580,Albany County,Union County
2020,35059,45025,176,Union County,Chesterfield County
2018,35028,37091,756,Los Alamos County,Hertford County
2018,55021,35028,91,Columbia County,Los Alamos County
2019,22089,35028,494,St. Charles Parish,Los Alamos County
2019,35028,02282,66,Los Alamos County,Yakutat City and Borough
2019,19191,35028,494,Winneshiek County,Los Alamos County
2019,35028,36025,931,Los Alamos County,Delaware County
2020,35028,34017,106,Los Alamos County,Hudson County
2020,35028,41035,877,Los Alamos County,Klamath County
2020,20061,35028,397,Geary County,Los Alamos County
2018,16017,35049,489,Bonner County,Santa Fe County
2018,53055,35049,444,San Juan County,Santa Fe County
2018,54087,35049,704,Roane County,Santa Fe County
2019,04001,35049,919,Apache County,Santa Fe County
2019,35049,34017,939,Santa Fe County,Hudson County
2019,34007,35049,206,Camden County,Santa Fe County
2019,01073,35049,485,Jefferson County,Santa Fe County
2020,18145,35049,798,Shelby County,Santa Fe County
2020,53013,35049,673,Columbia County,Santa Fe County
2020,35049,01025,242,Santa Fe County,Clarke County
2020,42025,35049,708,Carbon County,Santa Fe County
2018,72025,35031,885,Caguas Municipio,McKinley County
2018,01073,35031,313,Jefferson County,McKinley County
2018,24045,35031,290,Wicomico County,McKinley County
2018,23031,35031,28,York County,McKinley County
2018,06089,35031,515,Shasta County,McKinley County
2019,28107,35031,23,Panola County,McKinley County
2019,35031,13287,162,McKinley County,Turner County
2020,45025,35031,777,Chesterfield County,McKinley County
2020,53049,35031,857,Pacific County,McKinley County
2020,35031,56019,50,McKinley County,Johnson County
2018,35015,48235,293,Eddy County,Irion County
2018,47137,35015,541,Pickett County,Eddy County
2018,28061,35015,226,Jasper County,Eddy County
2018,40107,35015,410,Okfuskee County,Eddy County
2018,35015,24039,849,Eddy County,Somerset County
2019,35015,49053,377,Eddy County,Washington County
2019,35015,21009,602,Eddy County,Barren County
2020,35015,56031,685,Eddy County,Platte County
2020,08049,35015,48,Grand County,Eddy County
2020,26001,35015,844,Alcona County,Eddy County
2018,29081,35017,829,Harrison County,Grant County
2018,13199,35017,650,Meriwether County,Grant County
2019,35017,05057,620,Grant County,Hempstead County
2019,35017,24021,981,Grant County,Frederick County
2019,35017,22123,33,Grant County,West Carroll Parish
2020,35017,01009,194,Grant County,Blount County
2020,35017,38007,59,Grant County,Billings County
2020,37141,35017,828,Pender County,Grant County
2020,39009,35017,787,Athens County,Grant County
2018,35039,35035,668,Rio Arriba County,Otero County
2018,35035,13159,125,Otero County,Jasper County
2018,26061,35035,165,Houghton County,Otero County
2019,35035,28009,325,Otero County,Benton County
2019,72059,35035,947,Guayanilla Municipio,Otero County
2019,54099,35035,363,Wayne County,Otero County
2019,35035,29163,346,Otero County,Pike County
2020,35035,54039,580,Otero County,Kanawha County
2020,41035,35035,844,Klamath County,Otero County
2018,35039,09013,643,Rio Arriba County,Tolland County
2018,55037,35039,845,Florence County,Rio Arriba County
2018,18053,35039,929,Grant County,Rio Arriba County
2018,31079,35039,344,Hall County,Rio Arriba County
2018,27045,35039,834,Fillmore County,Rio Arriba County
2019,31089,35039,458,Holt County,Rio Arriba County
2019,50019,35039,11,Orleans County,Rio Arriba County
2019,06011,35039,722,Colusa County,Rio Arriba County
2019,35039,01011,671,Rio Arriba County,Bullock County
2020,35039,10005,550,Rio Arriba County,Sussex County
2020,35039,17135,26,Rio Arriba County,Montgomery County
2020,35039,44009,501,Rio Arriba County,Washington County
2020,41071,35039,748,Yamhill County,Rio Arriba County
2018,35023,17181,781,Hidalgo County,Union County
2018,35023,04027,715,Hidalgo County,Yuma County
2018,38087,35023,912,Slope County,Hidalgo County
2018,35023,27053,875,Hidalgo County,Hennepin County
2019,35023,34001,437,Hidalgo County,Atlantic County
2019,35023,36025,439,Hidalgo County,Delaware County
2019,35023,48403,55,Hidalgo County,Sabine County
2020,09011,35023,47,New London County,Hidalgo County
2020,35023,51065,27,Hidalgo County,Fluvanna County
2020,19169,35023,192,Story County,Hidalgo County
2020,35023,38083,507,Hidalgo County,Sheridan County
2018,29095,35001,318,Jackson County,Bernalillo County
2018,34001,35001,352,Atlantic County,Bernalillo County
2018,18079,35001,422,Jennings County,Bernalillo County
2019,31111,35001,680,Lincoln County,Bernalillo County
2019,05127,35001,199,Scott County,Bernalillo County
2020,48403,35001,88,Sabine County,Bernalillo County
2020,35001,45053,484,Bernalillo County,Jasper County
2018,50009,36101,83,Essex County,Steuben County
2018,36101,18021,132,Steuben County,Clay County
2018,36101,08049,36,Steuben County,Grand County
2019,36101,72097,77,Steuben County,Mayagüez Municipio
2019,36101,40095,805,Steuben County,Marshall County
2019,36101,72065,525,Steuben County,Hatillo Municipio
2020,05021,36101,259,Clay County,Steuben County
2020,05021,36101,756,Clay County,Steuben County
2018,36113,34007,239,Warren County,Camden County
2018,09007,36113,395,Middlesex County,Warren County
2019,41043,36113,622,Linn County,Warren County
2019,19021,36113,666,Buena Vista County,Warren County
2019,06001,36113,941,Alameda County,Warren County
2020,36113,26001,94,Warren County,Alcona County
2020,36113,55009,732,Warren County,Brown County
2020,36113,20001,457,Warren County,Allen County
2020,36113,36001,203,Warren County,Albany County
2020,36113,34037,349,Warren County,Sussex County
2018,36001,35049,759,Albany County,Santa Fe County
2018,36001,49027,461,Albany County,Millard County
2018,42123,36001,628,Warren County,Albany County
2019,47085,36001,842,Humphreys County,Albany County
2019,36001,29133,593,Albany County,Mississippi County
2019,55001,36001,305,Adams County,Albany County
2020,36001,56035,46,Albany County,Sublette County
2020,36001,40071,110,Albany County,Kay County
2018,36115,36025,471,Washington County,Delaware County
2018,06069,36115,776,San Benito County,Washington County
2019,02070,36115,461,Dillingham Census Area,Washington County
2019,37141,36115,708,Pender County,Washington County
2020,36115,06093,464,Washington County,Siskiyou County
2020,36115,31045,129,Washington County,Dawes County
2020,46027,36115,984,Clay County,Washington County
2020,26009,36115,728,Antrim County,Washington County
2020,13261,36115,870,Sumter County,Washington County
2018,46003,36011,408,Aurora County,Cayuga County
2018,48013,36011,777,Atascosa County,Cayuga County
2018,36011,18053,607,Cayuga County,Grant County
2019,54065,36011,220,Morgan County,Cayuga County
2019,12019,36011,843,Clay County,Cayuga County
2019,22117,36011,737,Washington Parish,Cayuga County
2019,02110,36011,862,Juneau City and Borough,Cayuga County
2020,36011,56019,29,Cayuga County,Johnson County
2020,24019,36011,495,Dorchester County,Cayuga County
2018,36097,38101,761,Schuyler County,Ward County
2018,36097,12019,959,Schuyler County,Clay County
2018,36097,50025,553,Schuyler County,Windham County
2018,32003,36097,985,Clark County,Schuyler County
2018,45053,36097,360,Jasper County,Schuyler County
2019,36097,20209,891,Schuyler County,Wyandotte County
2019,36097,36033,77,Schuyler County,Franklin County
2020,41071,36097,914,Yamhill County,Schuyler County
2020,31145,36097,268,Red Willow County,Schuyler County
2020,23031,36097,662,York County,Schuyler County
2020,39135,36097,795,Preble County,Schuyler County
2018,36033,40057,726,Franklin County,Harmon County
2018,36033,54053,305,Franklin County,Mason County
2019,36033,17061,402,Franklin County,Greene County
2019,36033,46093,992,Franklin County,Meade County
2019,36033,20061,92,Franklin County,Geary County
2019,36033,20061,164,Franklin County,Geary County
2020,36033,09001,16,Franklin County,Fairfield County
2020,05129,36033,74,Searcy County,Franklin County
2018,42123,36025,160,Warren County,Delaware County
2018,33001,36025,859,Belknap County,Delaware County
2018,36025,20131,212,Delaware County,Nemaha County
2018,26107,36025,432,Mecosta County,Delaware County
2019,36025,48411,872,Delaware County,San Saba County
2019,34007,36025,895,Camden County,Delaware County
2019,38101,36025,319,Ward County,Delaware County
2019,36025,42129,169,Delaware County,Westmoreland County
2019,27045,36025,949,Fillmore County,Delaware County
2020,36025,30073,23,Delaware County,Pondera County
2020,36025,17081,69,Delaware County,Jefferson County
2020,36025,13105,86,Delaware County,Elbert County
2020,13061,36025,757,Clay County,Delaware County
2018,18021,36051,560,Clay County,Livingston County
2018,04003,36051,729,Cochise County,Livingston County
2018,35031,36051,731,McKinley County,Livingston County
2019,36051,18135,793,Livingston County,Randolph County
2019,24001,36051,291,Allegany County,Livingston County
2020,09011,36051,611,New London County,Livingston County
2020,53055,36051,273,San Juan County,Livingston County
2018,29139,36119,128,Montgomery County,Westchester County
2018,49025,36119,785,Kane County,Westchester County
2018,36119,38101,478,Westchester County,Ward County
2018,36119,46027,918,Westchester County,Clay County
2019,12035,36119,719,Flagler County,Westchester County
2019,36119,20131,369,Westchester County,Nemaha County
2020,30025,36119,707,Fallon County,Westchester County
2020,36119,34033,459,Westchester County,Salem County
2018,37167,53061,437,Stanly County,Snohomish County
2018,15001,37167,556,Hawaii County,Stanly County
2018,37167,72001,830,Stanly County,Adjuntas Municipio
2018,36001,37167,197,Albany County,Stanly County
2019,37167,28025,426,Stanly County,Clay County
2019,72067,37167,830,Hormigueros Municipio,Stanly County
2019,37167,37089,959,Stanly County,Henderson County
2020,37167,28009,384,Stanly County,Benton County
2020,25011,37167,78,Franklin County,Stanly County
2020,18089,37167,236,Lake County,Stanly County
2020,72153,37167,352,Yauco Municipio,Stanly County
2020,31053,37167,307,Dodge County,Stanly County
2018,37107,09015,161,Lenoir County,Windham County
2018,54025,37107,240,Greenbrier County,Lenoir County
2018,37107,50019,442,Lenoir County,Orleans County
2018,37107,50019,221,Lenoir County,Orleans County
2018,37107,27053,854,Lenoir County,Hennepin County
2019,12083,37107,46,Marion County,Lenoir County
2019,37107,40057,297,Lenoir County,Harmon County
2019,23011,37107,54,Kennebec County,Lenoir County
2019,08023,37107,644,Costilla County,Lenoir County
2020,37107,35031,957,Lenoir County,McKinley County
2020,02275,37107,262,Wrangell City and Borough,Lenoir County
2020,06051,37107,844,Mono County,Lenoir County
2020,37107,50017,359,Lenoir County,Orange County
2018,30089,37141,34,Sanders County,Pender County
2018,37141,18079,634,Pender County,Jennings County
2018,37141,19129,371,Pender County,Mills County
2018,42019,37141,280,Butler County,Pender County
2018,50025,37141,759,Windham County,Pender County
2019,37141,49055,960,Pender County,Wayne County
2019,37141,33009,52,Pender County,Grafton County
2020,37141,27045,671,Pender County,Fillmore County
2020,34033,37141,778,Salem County,Pender County
2018,33001,37091,54,Belknap County,Hertford County
2018,37091,31111,938,Hertford County,Lincoln County
2018,37091,22025,502,Hertford County,Catahoula Parish
2018,40021,37091,464,Cherokee County,Hertford County
2018,37091,15005,888,Hertford County,Kalawao County
2019,37091,19195,322,Hertford County,Worth County
2019,37091,23005,122,Hertford County,Cumberland County
2020,56003,37091,371,Big Horn County,Hertford County
2020,37091,31079,960,Hertford County,Hall County
2018,37089,20209,180,Henderson County,Wyandotte County
2018,37089,34031,571,Henderson County,Passaic County
2018,40057,37089,375,Harmon County,Henderson County
2018,53013,37089,261,Columbia County,Henderson County
2019,37089,36025,671,Henderson County,Delaware County
2019,40057,37089,470,Harmon County,Henderson County
2019,37079,37089,49,Greene County,Henderson County
2020,40107,37089,925,Okfuskee County,Henderson County
2020,37089,51790,720,Henderson County,Staunton city
2018,37079,26045,572,Greene County,Eaton County
2018,42123,37079,730,Warren County,Greene County
2018,37079,33017,74,Greene County,Strafford County
2019,16075,37079,974,Payette County,Greene County
2019,48335,37079,994,Mitchell County,Greene County
2019,40057,37079,127,Harmon County,Greene County
2020,37079,36025,938,Greene County,Delaware County
2020,20001,37079,24,Allen County,Greene County
2020,37079,22011,375,Greene County,Beauregard Parish
2020,16025,37079,312,Camas County,Greene County
2018,37045,30001,428,Cleveland County,Beaverhead County
2018,02150,37045,451,Kodiak Island Borough,Cleveland County
2018,48235,37045,557,Irion County,Cleveland County
2018,37045,33005,699,Cleveland County,Cheshire County
2018,37045,05021,638,Cleveland County,Clay County
2019,16051,37045,491,Jefferson County,Cleveland County
2019,24001,37045,955,Allegany County,Cleveland County
2020,33015,37045,590,Rockingham County,Cleveland County
2020,27153,37045,790,Todd County,Cleveland County
2020,37045,54087,377,Cleveland County,Roane County
2018,37161,17085,730,Rutherford County,Jo Daviess County
2018,53009,37161,979,Clallam County,Rutherford County
2019,37161,40091,484,Rutherford County,McIntosh County
2019,37161,35035,607,Rutherford County,Otero County
2020,38039,37161,828,Griggs County,Rutherford County
2020,37161,47053,38,Rutherford County,Gibson County
2020,37161,38087,846,Rutherford County,Slope County
2020,33011,37161,140,Hillsborough County,Rutherford County
2020,24029,37161,601,Kent County,Rutherford County
2018,37021,20129,146,Buncombe County,Morton County
2018,39009,37021,93,Athens County,Buncombe County
2018,54025,37021,811,Greenbrier County,Buncombe County
2018,37021,38039,459,Buncombe County,Griggs County
2019,42123,37021,592,Warren County,Buncombe County
2019,29023,37021,764,Butler County,Buncombe County
2019,46109,37021,285,Roberts County,Buncombe County
2020,37021,37107,783,Buncombe County,Lenoir County
2020,37021,54087,432,Buncombe County,Roane County
2020,37021,46127,639,Buncombe County,Union County
2020,22105,37021,495,Tangipahoa Parish,Buncombe County
2018,39025,37001,921,Clermont County,Alamance County
